6.482504604051566588e-01,8.721541155866902040e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,6.000000000000001166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,8.000000000000001554e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.100000000000000144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.200000000000000233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.800000000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,1.900000000000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,2.100000000000000200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,2.200000000000000289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,2.300000000000000377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504604051566588e-01,8.721541155866902040e-01,2.400000000000000466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,6.000000000000001166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,8.000000000000001554e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.100000000000000144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.200000000000000233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.800000000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,1.900000000000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,2.100000000000000200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,2.200000000000000289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,2.300000000000000377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603880059335e-01,8.721541603349474148e-01,2.400000000000000466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,6.000000000000001166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,8.000000000000001554e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,1.100000000000000144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,1.200000000000000233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.482504603977039537e-01,8.721541350318914310e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
